單字編號,漢字,假名拼音(分別),假名拼音,重音,詞性,中文意思,常用例句 1日,常用例句 1中,常用例句 2日,常用例句 2中,常用例句 1題目,常用例句 1答案,常用例句 2題目,常用例句 2答案
606,修理,しゅう.り,しゅうり,[1],名詞/他動三,修理/修繕,時計を修理に出す。,把手錶送去修理。,パソコンの修理が終わる。,電腦的修理完成了。,時計を（ ）に出す。,修理,パソコンの（ ）が終わる。,修理
607,終了,しゅう.りょう,しゅうりょう,[0],名詞/他動三/自動三,結束/終了,試合が終了する。,比賽結束。,業務を終了する。,結束業務。,試合が（ ）する。,終了,業務を（ ）する。,終了
608,宿泊,しゅく.はく,しゅくはく,[0],名詞/自動三,住宿,ホテルに宿泊する。,住宿在飯店。,宿泊費を支払う。,支付住宿費。,ホテルに（ ）する。,宿泊,（ ）費を支払う。,宿泊
609,受験,じゅ.けん,じゅけん,[0],名詞/他動三,應試/參加考試,大学を受験する。,報考大學。,受験勉強に励む。,努力準備考試。,大学を（ ）する。,受験,（ ）勉強に励む。,受験
610,手術,しゅ.じゅつ,しゅじゅつ,[1],名詞/他動三/自動三,手術,病院で手術を受ける。,在醫院接受手術。,手術が成功する。,手術成功。,病院で（ ）を受ける。,手術,（ ）が成功する。,手術
611,首相,しゅ.しょう,しゅしょう,[0],名詞,首相/總理,日本の首相。,日本的首相。,首相が演説を行う。,首相發表演說。,日本の（ ）。,首相,（ ）が演説を行う。,首相
612,手段,しゅ.だん,しゅだん,[1],名詞,手段/方法,目的のためなら手段を選ばない。,為了目的不擇手段。,交通手段を確認する。,確認交通方式。,目的のためなら（ ）を選ばない。,手段,交通（ ）を確認する。,手段
613,出身,しゅっ.しん,しゅっしん,[0],名詞,出身/來歷,ご出身はどちらですか。,請問您是哪裡人（出身哪裡）？,彼は東京の出身だ。,他是東京出身的。,ご（ ）はどちらですか。,出身,彼は東京の（ ）だ。,出身
614,出席,しゅっ.せき,しゅっせき,[0],名詞/自動三,出席,会議に出席する。,出席會議。,出席をとる。,點名（記錄出席）。,会議に（ ）する。,出席,（ ）をとる。,出席
615,出張,しゅっ.ちょう,しゅっちょう,[0],名詞/自動三,出差,大阪へ出張に行く。,去大阪出差。,出張の準備をする。,做出差的準備。,大阪へ（ ）に行く。,出張,（ ）の準備をする。,出張
616,出版,しゅっ.ぱん,しゅっぱん,[0],名詞/他動三,出版,新しい本を出版する。,出版新書。,出版社で働く。,在出版社工作。,新しい本を（ ）する。,出版,（ ）社で働く。,出版
617,首都,しゅ.と,しゅと,[1],名詞,首都,日本の首都は東京だ。,日本的首都是東京。,首都を移轉する。,遷移首都。,日本の（ ）は東京だ。,首都,（ ）を移転する。,首都
618,主要,しゅ.よう,しゅよう,[0],な形/名詞,主要,主要なメンバー。,主要的成員。,主要な都市を訪れる。,走訪主要都市。,（ ）なメンバー。,主要,（ ）な都市を訪れる。,主要
619,需要,じゅ.よう,じゅよう,[0],名詞,需求/需要,需要が増える。,需求增加。,需要と供給のバランス。,需求與供給的平衡。,（ ）が増える。,需要,（ ）と供給のバランス。,需要
620,種類,しゅ.るい,しゅるい,[1],名詞,種類,多くの種類がある。,有很多種種類。,ゴミを種類別に分ける。,把垃圾依種類分開。,多くの（ ）がある。,種類,ゴミを（ ）別に分ける。,種類
621,順調,じゅん.ちょう,じゅんちょう,[0],な形/名詞,順利,仕事が順調に進む。,工作順利進行。,順調に回復している。,正在順利恢復中。,仕事が（ ）に進む。,順調,（ ）に回復している。,順調
622,順番,じゅん.ばん,じゅんばん,[0],名詞,順序/輪次,順番を待つ。,等待輪到自己的順序。,順番に並ぶ。,依序排隊。,（ ）を待つ。,順番,（ ）に並ぶ。,順番
623,使用,し.よう,しよう,[0],名詞/他動三,使用,辞書を使用する。,使用辭典。,使用上の注意を読む。,閱讀使用上的注意事項。,辞書を（ ）する。,使用,（ ）上の注意を読む。,使用
624,小,しょう,しょう,[1],接頭詞/名詞,小/小型,大、中、小のサイズ。,大、中、小三種尺寸。,小学校に入学する。,進入小學就讀。,大、中、（ ）のサイズ。,小,（ ）学校に入学する。,小
625,賞,しょう,しょう,[1],名詞,獎/獎賞,ノーベル賞を受賞する。,榮獲諾貝爾獎。,賞金をもらう。,領得獎金。,ノーベル（ ）を受賞する。,賞,（ ）金をもらう。,賞
626,奨学金,しょう.がく.きん,しょうがくきん,[0],名詞,獎學金,奨学金を申請する。,申請獎學金。,奨学金でもらったお金。,透過獎學金獲得的錢。,（ ）を申請する。,奨学金,（ ）でもらったお金。,奨学金
627,乗客,じょう.きゃく,じょうきゃく,[0],名詞,乘客,電車の乗客。,電車的乘客。,乗客が乗り降りする。,乘客上下車。,電車の（ ）。,乗客,（ ）が乗り降りする。,乗客
628,上級,じょう.きゅう,じょうきゅう,[0],名詞,高級/進階,日本語の上級クラス。,日語的高級班。,上級者向けの問題。,面向進階者的題目。,日本語の（ ）クラス。,上級,（ ）者向けの問題。,上級
629,状況,じょう.きょう,じょうきょう,[0],名詞,狀況/情形,現在の状況を説明する。,說明目前的狀況。,厳しい状況に置かれる。,處於嚴峻的狀況。,現在の（ ）を説明する。,状況,厳しい（ ）に置かれる。,状況
630,消極的,しょう.きょく.てき,しょうきょくてき,[0],な形,消極的,消極的な態度をとる。,採取消極的態度。,彼らは参加に消極的だ。,他們對參加感到消極。,（ ）な態度をとる。,消極的,彼らは参加に（ ）だ。,消極的
631,条件,じょう.けん,じょうけん,[3],名詞,條件,契約の条件を確認する。,確認合約的條件。,条件が合う仕事を探す。,尋找符合條件的工作。,契約の（ ）を確認する。,条件,（ ）が合う仕事を探す。,条件
632,正直,しょう.じき,しょうじき,[3],な形/名詞/陳述副詞,誠實/老實說,彼を正直な人だと信じる。,相信他是個誠實的人。,正直に言うと、分かりません。,老實說，我不知道。,彼を（ ）な人だと信じる。,正直,（ ）に言うと、分かりません。,正直
633,常識,じょう.しき,じょうしき,[0],名詞,常識,社会人の常識を身につける。,培養社會人士的常識。,それは常識的に考えて変だ。,那從常識來思考很奇怪。,社会人の（ ）を身につける。,常識,それは（ ）的に考えて変だ。,常識
634,少女,しょう.じょ,しょうじょ,[1],名詞,少女,美しい少女。,美麗的少女。,少女向けの雑誌を読む。,閱讀面向少女的雜誌。,美しい（ ）。,少女,（ ）向けの雑誌を読む。,少女
635,少々,しょう.しょう,しょうしょう,[1],程度副詞/時間副詞,稍微/少許,少々お待ちください。,請稍等一下。,塩を少々加える。,加入少許的鹽。,（ ）お待ちください。,少々,塩を（ ）加える。,少々
636,症状,しょう.じょう,しょうじょう,[3],名詞,症狀,風邪の症状が出る。,出現感冒的症狀。,症状が軽くなる。,症狀變輕微。,風邪の（ ）が出る。,症状,（ ）が軽くなる。,症状
637,招待,しょう.たい,しょうたい,[1],名詞/他動三,招待/邀請,友達を家に招待する。,邀請朋友來家裡。,結婚式の招待状が届く。,收到結婚典禮的邀請函。,友達を家に（ ）する。,招待,結婚式の（ ）状が届く。,招待
638,状態,じょう.たい,じょうたい,[0],名詞,狀態/狀況,健康状態が良い。,健康狀態良好。,危険な状態が続く。,危險的狀態持續著。,健康（ ）が良い。,状態,危険な（ ）が続く。,状態
639,冗談,じょう.だん,じょうだん,[3],名詞,玩笑,冗談を言って笑わせる。,說笑話逗人笑。,冗談半分で聞く。,半開玩笑地聽著。,（ ）を言って笑わせる。,冗談,（ ）半分で聞く。,冗談
640,衝突,しょう.とつ,しょうとつ,[0],名詞/自動三,衝突/相撞,車が壁に衝突する。,車子撞上牆壁。,意見の衝突を避ける。,避免意見的衝突。,車が壁に（ ）する。,衝突,意見の（ ）を避ける。,衝突
641,少年,しょう.ねん,しょうねん,[0],名詞,少年,夢を見る少年。,懷抱夢想的少年。,少年時代を思い出だす。,回想起少年時代。,夢を見る（ ）。,少年,（ ）時代を思い出だす。,少年
642,商売,しょう.ばい,しょうばい,[1],名詞/自動三,做生意/商業,商売を始める。,開始做生意。,商売が繁盛する。,生意興隆。,（ ）を始める。,商売,（ ）が繁盛する。,商売
643,商品,しょう.ひん,しょうひん,[1],名詞,商品,新しい商品を開発する。,開發新商品。,店に商品を並べる。,在店裡陳列商品。,新しい（ ）を開発する。,商品,店に（ ）を並べる。,商品
644,情報,じょう.ほう,じょうほう,[0],名詞,資訊/情報,ネットで情報を集める。,在網路上收集資訊。,正確な情報を伝える。,傳達正確的資訊。,ネットで（ ）を集める。,情報,正確な（ ）を伝える。,情報
645,消防署,しょう.ぼう.しょ,しょうぼうしょ,[0],名詞,消防局/消防署,消防署に連絡する。,聯絡消防署。,駅の近くに消防署がある。,車站附近有消防署。,（ ）に連絡する。,消防署,駅の近くに（ ）がある。,消防署
646,証明,しょう.めい,しょうめい,[0],名詞/他動三,證明,自分の身元を証明する。,證明自己的身分。,科学的に証明される。,被科學所證明。,自分の身元を（ ）する。,証明,科学的に（ ）される。,証明
647,証明書,しょう.めい.しょ,しょうめいしょ,[0],名詞,證明書,卒業証明書を発行する。,發行畢業證明書。,身分証明書を提示する。,出示身分證明書。,卒業（ ）を発行する。,証明書,身分（ ）を提示する。,証明書
648,初級,しょ.きゅう,しょきゅう,[0],名詞,初級,初級の日本語を学ぶ。,學習初級日語。,これは初級者向けの教材だ。,這是面向初學者的教材。,（ ）の日本語を学ぶ。,初級,これは（ ）者向けの教材だ。,初級
649,職業,しょく.ぎょう,しょくぎょう,[2],名詞,職業,職業を選ぶ。,選擇職業。,職業に関する質問。,關於職業的提問。,（ ）を選ぶ。,職業,（ ）に関する質問。,職業
650,食品,しょく.ひん,しょくひん,[0],名詞,食品,冷凍食品を買う。,購買冷凍食品。,食品の売り場へ行く。,前往食品販賣區。,冷凍（ ）を買う。,食品,（ ）の売り場へ行く。,食品
651,植物,しょく.ぶつ,しょくぶつ,[2],名詞,植物,植物を育てる。,種植植物。,珍しい植物を観察する。,觀察珍奇的植物。,（ ）を育てる。,植物,珍しい（ ）を観察する。,植物
652,女子,じょ.し,じょし,[1],名詞,女子/女生,女子学生が多い。,女學生很多。,女子サッカーの試合。,女子足球比賽。,（ ）学生が多い。,女子,（ ）サッカーの試合。,女子
653,女優,じょ.ゆう,じょゆう,[0],名詞,女演員,映画の女優。,電影的女演員。,有名な女優に憧れる。,憧憬有名的女演員。,映画の（ ）。,女優,有名な（ ）に憧れる。,女優
654,処理,しょ.り,しょり,[1],名詞/他動三,處理,ゴミを処理する。,處理垃圾。,情報を高速で処理する。,高速處理資訊。,ゴミを（ ）する。,処理,情報を高速で（ ）する。,処理
655,書類,しょ.るい,しょるい,[0],名詞,書類/文件,書類を整理する。,整理文件。,必要な書類を提出する。,提交必要的文件。,（ ）を整理する。,書類,必要な（ ）を提出する。,書類
656,尻,しり,しり,[2],名詞,屁股/尾端,尻に敷く。,妻管嚴/壓在屁股下。,話の尻をとらえる。,抓住話柄/挑毛病。,（ ）に敷く。,尻,話の（ ）をとらえる。,尻
657,知り合い,し.り.あ.い,しりあい,[0],名詞,熟人/朋友,彼は父の知り合いだ。,他是父親的熟人。,知り合いに挨拶する。,向熟人打招呼。,彼は父の（ ）だ。,知り合い,（ ）に挨拶する。,知り合い
